date,hosp_patients_per_million,year
6/22/2023,80.948,2023
6/23/2023,80.948,2023
6/24/2023,80.948,2023
6/25/2023,80.948,2023
6/26/2023,80.948,2023
6/27/2023,80.948,2023
6/28/2023,80.948,2023
6/29/2023,73.116,2023
6/30/2023,73.116,2023
7/1/2023,73.116,2023
7/2/2023,73.116,2023
7/3/2023,73.116,2023
7/4/2023,73.116,2023
7/5/2023,73.116,2023
7/6/2023,65.056,2023
7/7/2023,65.056,2023
7/8/2023,65.056,2023
7/9/2023,65.056,2023
7/10/2023,65.056,2023
7/11/2023,65.056,2023
7/12/2023,65.056,2023
7/13/2023,55.85,2023
7/14/2023,55.85,2023
7/15/2023,55.85,2023
7/16/2023,55.85,2023
7/17/2023,55.85,2023
7/18/2023,55.85,2023
7/19/2023,55.85,2023
7/20/2023,52.182,2023
7/21/2023,52.182,2023
7/22/2023,52.182,2023
7/23/2023,52.182,2023
7/24/2023,52.182,2023
7/25/2023,52.182,2023
7/26/2023,52.182,2023
7/27/2023,49.394,2023
7/28/2023,49.394,2023
7/29/2023,49.394,2023
7/30/2023,49.394,2023
7/31/2023,49.394,2023
8/1/2023,49.394,2023
8/2/2023,49.394,2023
8/3/2023,41.83,2023
8/4/2023,41.83,2023
8/5/2023,41.83,2023
8/6/2023,41.83,2023
8/7/2023,41.83,2023
8/8/2023,41.83,2023
8/9/2023,41.83,2023
8/10/2023,38.01,2023
8/11/2023,38.01,2023
8/12/2023,38.01,2023
8/13/2023,38.01,2023
8/14/2023,38.01,2023
8/15/2023,38.01,2023
8/16/2023,38.01,2023
8/17/2023,36.482,2023
8/18/2023,36.482,2023
8/19/2023,36.482,2023
8/20/2023,36.482,2023
8/21/2023,36.482,2023
8/22/2023,36.482,2023
8/23/2023,36.482,2023
8/24/2023,35.298,2023
8/25/2023,35.298,2023
8/26/2023,35.298,2023
8/27/2023,35.298,2023
8/28/2023,35.298,2023
8/29/2023,35.298,2023
8/30/2023,35.298,2023
8/31/2023,35.107,2023
9/1/2023,35.107,2023
9/2/2023,35.107,2023
9/3/2023,35.107,2023
9/4/2023,35.107,2023
9/5/2023,35.107,2023
9/6/2023,35.107,2023
9/7/2023,35.183,2023
9/8/2023,35.183,2023
9/9/2023,35.183,2023
9/10/2023,35.183,2023
9/11/2023,35.183,2023
9/12/2023,35.183,2023
9/13/2023,35.183,2023
9/14/2023,36.176,2023
9/15/2023,36.176,2023
9/16/2023,36.176,2023
9/17/2023,36.176,2023
9/18/2023,36.176,2023
9/19/2023,36.176,2023
9/20/2023,36.176,2023
9/21/2023,36.902,2023
9/22/2023,36.902,2023
9/23/2023,36.902,2023
9/24/2023,36.902,2023
9/25/2023,36.902,2023
9/26/2023,36.902,2023
9/27/2023,36.902,2023
9/28/2023,38.659,2023
9/29/2023,38.659,2023
9/30/2023,38.659,2023
10/1/2023,38.659,2023
10/2/2023,38.659,2023
10/3/2023,38.659,2023
10/4/2023,38.659,2023
10/5/2023,39.232,2023
